entity,year,total_pop,continent,life_expectancy,deaths_neoplasms,daly,percent_prevalence_depressive_disorders,kg_banana_capita_year,kg_dates_capita_year,kg_citrus_other_capita_year,kg_orng_mand_capita_year,kg_apple_prod_capita_year,kg_lemon_lime_capita_year,kg_grape_capita_year,kg_grapefrt_prod_capita_year,kg_pineapple_prod_capita_year,kg_plantains_capita_year,kg_other_frt_capita_year,cal_frm_animl_prot,cal_frm_plnt_prot,cal_frm_fat,cal_frm_carbs,fruit_consumed_kg_pc_year,gdp_capita_year
United_States,1938,136108915,NA,62.389999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1939,137254990,NA,63.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1940,138601511,NA,63.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1941,140152562,NA,63.799999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1942,141912292,NA,64.589996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1943,143884915,NA,64.300003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1944,145884958,NA,65.089996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1945,147912803,NA,65.580002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1946,149968835,NA,66.279999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1947,152053446,NA,66.690002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1948,154167035,NA,67.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1949,156416114,NA,67.629997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1950,158804397,NA,68.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1951,160872264,NA,68.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1952,163266026,NA,68.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1953,165909996,NA,68.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1954,168736390,NA,69.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1955,171685337,NA,69.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1956,174705006,NA,69.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1957,177751477,NA,69.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1958,180788387,NA,69.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1959,183786249,NA,69.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,1960,186720570,NA,69.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United_States,2021,332915074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1961,2571682,NA,68.007,NA,NA,NA,10.18,0.02,0,20.12,7.6,2.1,2.11,0.35,0,0,11.32,235.44,110.92,993.15,1454.49,147.412,NA
Uruguay,1962,2603883,NA,68.198,NA,NA,NA,6.3,0.01,0,20.05,7.51,2.07,4.6,0.45,0,0,11.09,225.96,108.32,957.78,1415.94,142.69920000000002,NA
Uruguay,1963,2635125,NA,68.347,NA,NA,NA,8.04,0.01,0,20.15,7.42,2.05,1.78,0.48,0,0,11.06,226.72,113.36,964.26,1467.66,139.7126,NA
Uruguay,1964,2665383,NA,68.455,NA,NA,NA,9.55,0.02,0,20.93,7.33,2.03,1.92,0.57,0,0,11.17,239.4,114.52,1006.11,1478.97,146.64480000000003,NA
Uruguay,1965,2694537,NA,68.521,NA,NA,NA,7.6,0.02,0,19.04,7.25,2,1.25,0.67,0,0,10.27,221.68,111.84,940.95,1478.53,131.794,NA
Uruguay,1966,2722871,NA,68.554,NA,NA,NA,7.97,0,0,21.01,7.64,3.02,4.93,0.78,0,0,10.4,215.6,115.52,923.4,1483.48,152.7824,NA
Uruguay,1967,2750091,NA,68.567,NA,NA,NA,10.14,0,0,22.75,8.04,2.54,1.2,0.79,0,0,12.42,199,115.36,886.68,1456.96,158.5364,NA
Uruguay,1968,2774761,NA,68.575,NA,NA,NA,4.71,0,0,23.33,8.58,2.52,0.89,0.81,0,0,13.69,229.72,108.2,985.86,1394.22,149.4122,NA
Uruguay,1969,2795037,NA,68.588,NA,NA,NA,9.43,0.01,0,22.9,9.12,1.91,1.29,0.81,0,0,15.58,233.96,117.76,999.27,1515.01,167.30440000000002,NA
Uruguay,1970,2809799,NA,68.616,NA,NA,NA,9.63,0.01,0,23.92,9.65,1.74,1.26,0.86,0,0,18.28,249.64,117.24,1054.8,1529.32,179.059,NA
Uruguay,1971,2818283,NA,68.664,NA,NA,NA,7.84,0,0,22.79,8.41,1.87,1.57,0.86,0.02,0,13.81,221.28,119.08,960.48,1500.16,156.6732,NA
Uruguay,1972,2821458,NA,68.732,NA,NA,NA,4.07,0,0,23.26,7.53,1.77,1.53,0.89,0,0,16.25,216.72,113.04,940.32,1490.92,151.522,NA
Uruguay,1973,2822112,NA,68.823,NA,NA,NA,3.16,0,0,21.91,7.17,1.12,1.87,0.88,0,0,10.37,208.28,117.92,918,1494.8,127.3826,NA
Uruguay,1974,2824095,NA,68.941,NA,NA,NA,1.72,0,0,18.58,8.02,1.6,3.18,0.8,0,0,15.88,226.28,123.04,984.06,1585.62,136.3424,NA
Uruguay,1975,2830172,NA,69.089,NA,NA,NA,1.33,0.01,0,19.22,6.66,1.2,1.62,0.75,0.03,0,11.42,231.04,123.92,991.17,1543.87,115.7376,NA
Uruguay,1976,2841371,NA,69.271,NA,NA,NA,2.69,0,0,19.9,6.61,1.29,0.95,0.88,0.05,0,7.78,222.64,124.72,975.51,1557.13,110.011,NA
Uruguay,1977,2856958,NA,69.484,NA,NA,NA,1.55,0.01,0,15.54,7.35,0.91,10.86,0.79,0.05,0,8.14,218.52,118.96,947.88,1424.64,123.848,NA
Uruguay,1978,2875724,NA,69.723,NA,NA,NA,4.84,0.01,0,12.45,8.03,1.45,1.15,0.58,0.04,0,9.61,214.08,119.4,931.68,1435.84,104.531,NA
Uruguay,1979,2895683,NA,69.983,NA,NA,NA,8.8,0,0,15.88,8.92,1.72,11.76,0.64,0.09,0,9.41,212.76,128.24,937.17,1603.83,156.8376,NA
Uruguay,1980,2915389,NA,70.256,NA,NA,NA,11.8,0.01,0,21.66,8.21,1.64,1.89,2.71,0.17,0,8.73,217.16,124.64,956.25,1524.95,155.6868,NA
Uruguay,1981,2934624,NA,70.536,NA,NA,NA,11.99,0.01,0,20.25,7.36,3.96,1.07,1.54,0.36,0,7.8,217.96,128.92,929.97,1587.15,148.8642,NA
Uruguay,1982,2953852,NA,70.814,NA,NA,NA,10.29,0.02,0,26.77,11.08,6.24,1.48,1.09,0.2,0,8.11,223.92,120.52,957.06,1490.5,178.89460000000005,NA
Uruguay,1983,2973048,NA,71.085,NA,NA,NA,7.57,0,0,19.39,11.63,3.01,1.77,2.11,0.04,0,8.58,188.6,118.48,805.77,1458.15,148.234,NA
Uruguay,1984,2992250,NA,71.343,NA,NA,NA,7.93,0.01,0,20.07,12.14,9.13,9.69,1.9,0.09,0,7.96,190.88,124.12,838.62,1529.38,188.84080000000003,NA
Uruguay,1985,3011519,NA,71.583,NA,NA,NA,8.88,0,0,17.35,10.44,5.96,8.35,1.3,0.07,0,6.44,188.24,125.8,820.62,1514.34,161.112,NA
Uruguay,1986,3030651,NA,71.804,NA,NA,NA,9.66,0,0,12.47,10.79,5.88,8.48,1.07,0.16,0,6.62,183.36,125.12,795.42,1467.1,151.05620000000002,NA
Uruguay,1987,3049581,NA,72.008,NA,NA,NA,10.52,0,0,20.77,9.13,9.11,8.11,1.4,0.22,0,11.08,202.68,123.08,831.24,1457,192.759,NA
Uruguay,1988,3068714,NA,72.201,NA,NA,NA,10.18,0.01,0.01,15.25,7.56,10.29,1.81,1.34,0.26,0,13.53,199.24,118.76,841.86,1430.14,165.0302,NA
Uruguay,1989,3088603,NA,72.386,NA,NA,NA,9.36,0,0.01,16.67,10.14,3.42,1.34,1.29,0.2,0,13.43,192.56,115.8,810.54,1376.1,153.02900000000002,NA
Uruguay,2018,3449290,NA,77.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23035.0833880454
Uruguay,2019,3461731,NA,77.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23032.7340435597
Uruguay,2020,3473727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21608.4302710014
Uruguay,1901,941200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1902,959514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1903,975904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1904,992573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1905,1009527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1906,1026771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1907,1044309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1908,1062146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1909,1081878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1910,1103576,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1911,1127313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1912,1153166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1913,1181212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1914,1209940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1915,1239366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1916,1269508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1917,1300383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1918,1331658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1919,1363257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1920,1395180,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1921,1427424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1922,1459987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1923,1492867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1924,1526487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1925,1560864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1926,1596015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1927,1631958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1928,1668711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1929,1703256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1930,1735503,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1931,1765356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1932,1792720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1933,1817494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1934,1842610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1935,1868074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1936,1893889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1937,1920061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1938,1946595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1939,1972406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1940,1997473,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1941,2021773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1942,2045283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1943,2067980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1944,2090928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1945,2114131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1946,2137592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1947,2161313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1948,2185297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1949,2211013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1950,2238501,NA,65.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1951,2261340,NA,65.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1952,2286261,NA,66.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1953,2313211,NA,66.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1954,2342041,NA,66.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1955,2372564,NA,66.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1956,2404491,NA,66.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1957,2437496,NA,67.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1958,2471144,NA,67.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1959,2505007,NA,67.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,1960,2538648,NA,67.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2021,3485152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vietnam,1961,33666111,NA,59.72,NA,NA,NA,9.39,0.01,NA,0.98,0.02,0,0.02,0.34,1.59,NA,23.8,35.56,146.32,186.39,1538.73,99.051,NA
Vietnam,1962,34683410,NA,60.387,NA,NA,NA,9.13,0.01,NA,1.09,0.01,0,0.01,0.33,1.75,NA,23.09,37.32,150.96,190.44,1583.28,97.0782,NA
Vietnam,1963,35721213,NA,61.02,NA,NA,NA,9.43,0,NA,1.24,0.01,0,0.01,0.32,1.9,NA,22.54,39.04,149.88,194.49,1573.59,97.1604,NA
Vietnam,1964,36780001,NA,61.581,NA,NA,NA,9.45,0,NA,1.31,0.01,0,0.01,0.31,2.06,NA,22,39.48,148.56,189.54,1564.42,96.311,NA
Vietnam,1965,37858947,NA,61.963,NA,NA,NA,9.41,0,NA,1.39,0.01,0,0.01,0.3,2.22,NA,22.87,39.84,147.6,187.65,1567.91,99.2702,NA
Vietnam,1966,38958046,NA,62.037,NA,NA,NA,9.39,0,NA,1.45,0.02,0,0.01,0.37,2.29,NA,22.16,40.64,145.16,193.5,1536.7,97.7906,NA
Vietnam,1967,40072951,NA,61.767,NA,NA,NA,9.51,0,NA,1.5,0.03,0,0.03,0.43,2.67,NA,21.55,40.28,144.4,194.31,1541.01,97.9002,NA
Vietnam,1968,41193588,NA,61.186,NA,NA,NA,9.73,0,NA,1.51,0.07,0,0.06,0.42,3.03,NA,21.01,39.44,147.4,189.99,1558.17,98.2016,NA
Vietnam,1969,42307149,NA,60.383,NA,NA,NA,9.69,0,NA,1.56,0.1,0,0.08,0.41,3.37,NA,20.13,40.04,147.72,187.11,1571.13,96.859,NA
Vietnam,1970,43404802,NA,59.563,NA,NA,NA,9.5,0,NA,1.63,0.06,0,0.05,0.4,3.7,NA,19.6,34.32,155.6,180.72,1644.36,95.7356,NA
Vietnam,1971,44484032,NA,58.98,NA,NA,NA,9.36,0,NA,1.71,0,0,0.02,0.43,3.81,NA,19.15,34.56,149.56,184.86,1588.02,94.50260000000002,NA
Vietnam,1972,45548476,NA,58.826,NA,NA,NA,9.23,0,NA,1.74,0,0,0.05,0.42,3.92,NA,18.87,36.72,146.56,185.4,1563.32,93.7902,NA
Vietnam,1973,46603522,NA,59.203,NA,NA,NA,9.04,0.01,NA,1.76,0,0,0.03,0.41,3.45,NA,17.83,35.8,149.32,184.41,1595.47,89.13220000000001,NA
Vietnam,1974,47657554,NA,60.112,NA,NA,NA,9.25,0,NA,1.78,0,0,0.03,0.4,3.74,NA,17.52,30.12,153.32,176.4,1613.16,89.6802,NA
Vietnam,1975,48718190,NA,61.446,NA,NA,NA,8.7,0,NA,1.55,0,0,0,0.49,2.74,NA,16.76,28.12,144.8,153.72,1541.36,82.8576,NA
Vietnam,1976,49785278,NA,63.01,NA,NA,NA,9.62,0,NA,1.61,0,0,0,0.48,2.12,NA,16.37,28.88,146.68,155.79,1558.65,82.748,NA
